Journal name,JCR Abbreviation,ISSN,eISSN,Category,2022 JIF,2022 JCI,5 Year JIF,JIF Rank,JCI Rank
"Foundations and Trends in Computer Graphics and Vision","FOUND TRENDS COMPUT","1572-2740","1572-2759","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","36.5","3.35","16.8"," N/A "," 4/163 "
"Foundations and Trends in Machine Learning","FOUND TRENDS MACH LE","1935-8237","1935-8245","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","32.8","8.76","56.7"," N/A "," 1/192 "
"Nature Machine Intelligence","NAT MACH INTELL","N/A","2522-5839","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23.8","3.97","27.2"," 1/145 "," 4/192 "
"Nature Machine Intelligence","NAT MACH INTELL","N/A","2522-5839","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","23.8","3.97","27.2"," 1/110 "," 1/163 "
"IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE","IEEE T PATTERN ANAL","0162-8828","1939-3539","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","23.6","6.76","26.7"," 2/145 "," 3/192 "
"INTERNATIONAL JOURNAL OF COMPUTER VISION","INT J COMPUT VISION","0920-5691","1573-1405","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","19.5","2.92","16"," 3/145 "," 9/192 "
"Information Fusion","INFORM FUSION","1566-2535","1872-6305","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","18.6","3.69","17.4"," 4/145 "," 5/192 "
"Journal of Industrial Information Integration","J IND INF INTEGR","2467-964X","2452-414X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","15.7","2.05","14"," 2/110 "," 11/163 "
"ARTIFICIAL INTELLIGENCE","ARTIF INTELL","0004-3702","1872-7921","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","14.4","0.87","14.1"," 5/145 "," 61/192 "
"IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION","IEEE T EVOLUT COMPUT","1089-778X","1941-0026","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","14.3","3.29","17.4"," 6/145 "," 7/192 "
"Big Data Mining and Analytics","BIG DATA MIN ANAL","N/A","2096-0654","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","13.6","2.27","9.9"," N/A "," 14/192 "
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","1551-3203","1941-0050","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","12.3","2.51","11.9"," 3/110 "," 7/163 "
"COMPUTERS & EDUCATION","COMPUT EDUC","0360-1315","1873-782X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","12","3.75","12.6"," 4/110 "," 2/163 "
"ARTIFICIAL INTELLIGENCE REVIEW","ARTIF INTELL REV","0269-2821","1573-7462","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","12","1.52","11.6"," 7/145 "," 28/192 "
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","1063-6706","1941-0034","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","11.9","3.1","11.3"," 8/145 "," 8/192 "
"IEEE Transactions on Cybernetics","IEEE T CYBERNETICS","2168-2267","2168-2275","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","11.8","2.38","12.2"," 9/145 "," 13/192 "
"Nature Computational Science","NAT COMPUT SCI","N/A","2662-8457","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","11.3","2.19","11.3"," N/A "," 9/163 "
"IEEE Transactions on Affective Computing","IEEE T AFFECT COMPUT","1949-3045","1949-3045","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","11.2","1.88","11.9"," 10/145 "," 18/192 "
"Transactions of the Association for Computational Linguistics","T ASSOC COMPUT LING","N/A","2307-387X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10.9","6.95","N/A"," 11/145 "," 2/192 "
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10.9","2.63","13.7"," 11/145 "," 11/192 "
"MEDICAL IMAGE ANALYSIS","MED IMAGE ANAL","1361-8415","1361-8423","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10.9","2.63","13.7"," 5/110 "," 6/163 "
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","0278-0062","1558-254X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10.6","2.36","11.7"," 6/110 "," 8/163 "
"IEEE TRANSACTIONS ON IMAGE PROCESSING","IEEE T IMAGE PROCESS","1057-7149","1941-0042","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10.6","2.01","13.3"," 13/145 "," 16/192 "
"IEEE Transactions on Neural Networks and Learning Systems","IEEE T NEUR NET LEAR","2162-237X","2162-2388","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10.4","2.64","11.2"," 14/145 "," 10/192 "
"ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING","ROBOT CIM-INT MANUF","0736-5845","1879-2537","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10.4","2.06","8.7"," 7/110 "," 10/163 "
"Swarm and Evolutionary Computation","SWARM EVOL COMPUT","2210-6502","2210-6510","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","10","2.15","9.8"," 15/145 "," 15/192 "
"COMPUTERS IN INDUSTRY","COMPUT IND","0166-3615","1872-6194","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10","1.98","10.4"," 8/110 "," 13/163 "
"Radiology-Artificial Intelligence","RADIOL-ARTIF INTELL","2638-6100","2638-6100","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","9.8","1.67","10.4"," N/A "," 23/192 "
"ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING","ARCH COMPUT METHOD E","1134-3060","1886-1784","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","9.7","1.08","9.3"," 9/110 "," 46/163 "
"COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING","COMPUT-AIDED CIV INF","1093-9687","1467-8667","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","9.6","1.86","11.5"," 10/110 "," 15/163 "
"COMPUTATIONAL LINGUISTICS","COMPUT LINGUIST","0891-2017","1530-9312","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","9.3","3.48","6.2"," 16/145 "," 6/192 "
"COMPUTATIONAL LINGUISTICS","COMPUT LINGUIST","0891-2017","1530-9312","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","9.3","3.48","6.2"," 11/110 "," 3/163 "
"IEEE Computational Intelligence Magazine","IEEE COMPUT INTELL M","1556-603X","1556-6048","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","9","1.58","15.2"," 17/145 "," 25/192 "
"IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING","IEEE T KNOWL DATA EN","1041-4347","1558-2191","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.9","1.82","8.9"," 18/145 "," 19/192 "
"ADVANCED ENGINEERING INFORMATICS","ADV ENG INFORM","1474-0346","1873-5320","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.8","1.97","8.7"," 19/145 "," 17/192 "
"KNOWLEDGE-BASED SYSTEMS","KNOWL-BASED SYST","0950-7051","1872-7409","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.8","1.5","8.6"," 19/145 "," 29/192 "
"ENGINEERING WITH COMPUTERS","ENG COMPUT-GERMANY","0177-0667","1435-5663","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8.7","1.7","8.1"," 12/110 "," 19/163 "
"JOURNAL OF NETWORK AND COMPUTER APPLICATIONS","J NETW COMPUT APPL","1084-8045","1095-8592","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8.7","1.6","7.3"," 12/110 "," 24/163 "
"APPLIED SOFT COMPUTING","APPL SOFT COMPUT","1568-4946","1872-9681","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.7","1.56","7.9"," 21/145 "," 27/192 "
"APPLIED SOFT COMPUTING","APPL SOFT COMPUT","1568-4946","1872-9681","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8.7","1.56","7.9"," 12/110 "," 26/163 "
"Journal of Cheminformatics","J CHEMINFORMATICS","1758-2946","1758-2946","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8.6","1.51","9"," 15/110 "," 27/163 "
"EXPERT SYSTEMS WITH APPLICATIONS","EXPERT SYST APPL","0957-4174","1873-6793","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.5","1.7","8.3"," 22/145 "," 22/192 "
"COMPUTERS AND ELECTRONICS IN AGRICULTURE","COMPUT ELECTRON AGR","0168-1699","1872-7107","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8.3","1.94","8.3"," 16/110 "," 14/163 "
"JOURNAL OF INTELLIGENT MANUFACTURING","J INTELL MANUF","0956-5515","1572-8145","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.3","1.32","6.9"," 23/145 "," 35/192 "
"IEEE Transactions on Intelligent Vehicles","IEEE T INTELL VEHICL","2379-8858","2379-8904","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8.2","1.39","8.4"," 24/145 "," 32/192 "
"ENGINEERING APPLICATIONS OF ARTIFICIAL INTELLIGENCE","ENG APPL ARTIF INTEL","0952-1976","1873-6769","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8","1.75","7.4"," 25/145 "," 21/192 "
"PATTERN RECOGNITION","PATTERN RECOGN","0031-3203","1873-5142","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8","1.66","8.4"," 25/145 "," 24/192 "
"International Journal of Neural Systems","INT J NEURAL SYST","0129-0657","1793-6462","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","8","1.18","6.3"," 25/145 "," 40/192 "
"Computers & Industrial Engineering","COMPUT IND ENG","0360-8352","1879-0550","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7.9","1.31","7.3"," 17/110 "," 36/163 "
"NEURAL NETWORKS","NEURAL NETWORKS","0893-6080","1879-2782","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.8","1.58","8.4"," 28/145 "," 25/192 "
"Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery","WIRES DATA MIN KNOWL","1942-4787","1942-4795","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.8","0.72","12.1"," 28/145 "," 79/192 "
"NETWORK-COMPUTATION IN NEURAL SYSTEMS","NETWORK-COMP NEURAL","0954-898X","1361-6536","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.8","0.55","2.9"," 28/145 "," 102/192 "
"IEEE Journal of Biomedical and Health Informatics","IEEE J BIOMED HEALTH","2168-2194","2168-2208","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7.7","1.76","7.7"," 18/110 "," 18/163 "
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7.7","1.62","6.9"," 18/110 "," 22/163 "
"DECISION SUPPORT SYSTEMS","DECIS SUPPORT SYST","0167-9236","1873-5797","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.5","1.36","8.1"," 31/145 "," 34/192 "
"Artificial Intelligence in Medicine","ARTIF INTELL MED","0933-3657","1873-2860","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.5","1.25","7.4"," 31/145 "," 37/192 "
"MACHINE LEARNING","MACH LEARN","0885-6125","1573-0565","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.5","0.84","6.3"," 31/145 "," 64/192 "
"Advanced Intelligent Systems","ADV INTELL SYST-GER","N/A","2640-4567","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.4","1.05","7.3"," 34/145 "," 45/192 "
"MINDS AND MACHINES","MIND MACH","0924-6495","1572-8641","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7.4","0.73","5.9"," 34/145 "," 76/192 "
"INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS","INT J INTELL SYST","0884-8173","1098-111X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","7","1.25","7.2"," 36/145 "," 37/192 "
"JOURNAL OF COMPUTING IN CIVIL ENGINEERING","J COMPUT CIVIL ENG","0887-3801","1943-5487","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.9","1.35","6.4"," 20/110 "," 31/163 "
"Machine Learning-Science and Technology","MACH LEARN-SCI TECHN","N/A","2632-2153","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6.8","1.2","6.8"," 37/145 "," 39/192 "
"Machine Learning-Science and Technology","MACH LEARN-SCI TECHN","N/A","2632-2153","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.8","1.2","6.8"," 21/110 "," 43/163 "
"EVOLUTIONARY COMPUTATION","EVOL COMPUT","1063-6560","1530-9304","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6.8","1.04","6.2"," 37/145 "," 46/192 "
"INTEGRATED COMPUTER-AIDED ENGINEERING","INTEGR COMPUT-AID E","1069-2509","1875-8835","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6.5","1.28","4.2"," 39/145 "," 36/192 "
"INTEGRATED COMPUTER-AIDED ENGINEERING","INTEGR COMPUT-AID E","1069-2509","1875-8835","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.5","1.28","4.2"," 22/110 "," 40/163 "
"Patterns","PATTERNS","2666-3899","2666-3899","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","6.5","1.03","6.5"," N/A "," 48/192 "
"Patterns","PATTERNS","2666-3899","2666-3899","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","6.5","1.03","6.5"," N/A "," 49/163 "
"JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION","J AM MED INFORM ASSN","1067-5027","1527-974X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.4","1.59","6.3"," 23/110 "," 25/163 "
"IEEE INTELLIGENT SYSTEMS","IEEE INTELL SYST","1541-1672","1941-1294","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6.4","1.39","5.8"," 40/145 "," 32/192 "
"COMPUTER PHYSICS COMMUNICATIONS","COMPUT PHYS COMMUN","0010-4655","1879-2944","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.3","1.63","5.6"," 24/110 "," 21/163 "
"International Journal of Intelligent Engineering Informatics","INT J INTELL ENG INF","1758-8715","1758-8723","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","6.3","0.4","4.6"," N/A "," 123/163 "
"Computer Methods and Programs in Biomedicine","COMPUT METH PROG BIO","0169-2607","1872-7565","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6.1","1.34","6.1"," 25/110 "," 33/163 "
"Electronic Commerce Research and Applications","ELECTRON COMMER R A","1567-4223","1873-7846","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","6","1.26","7.6"," 26/110 "," 41/163 "
"NEUROCOMPUTING","NEUROCOMPUTING","0925-2312","1872-8286","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6","1.01","6"," 41/145 "," 51/192 "
"NEURAL COMPUTING & APPLICATIONS","NEURAL COMPUT APPL","0941-0643","1433-3058","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6","0.94","5.6"," 41/145 "," 56/192 "
"JOURNAL OF MACHINE LEARNING RESEARCH","J MACH LEARN RES","1532-4435","N/A","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","6","0.92","8"," 41/145 "," 58/192 "
"IEEE Open Journal of the Computer Society","IEEE OPEN J COMP SOC","N/A","2644-1268","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","5.9","0.94","5.9"," N/A "," 53/163 "
"Journal of Statistical Software","J STAT SOFTW","1548-7660","1548-7660","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5.8","2.02","22.2"," 27/110 "," 12/163 "
"Complex & Intelligent Systems","COMPLEX INTELL SYST","2199-4536","2198-6053","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.8","0.98","6"," 44/145 "," 53/192 "
"Blockchain-Research and Applications","BLOCKCHAIN-RES APPL","2096-7209","2096-7209","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","5.6","1.34","5.6"," N/A "," 33/163 "
"Journal of Chemical Information and Modeling","J CHEM INF MODEL","1549-9596","1549-960X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5.6","1.32","5.9"," 28/110 "," 35/163 "
"International Journal of Machine Learning and Cybernetics","INT J MACH LEARN CYB","1868-8071","1868-808X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.6","0.79","4.5"," 45/145 "," 70/192 "
"International Journal of Multimedia Information Retrieval","INT J MULTIMED INF R","2192-6611","2192-662X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.6","0.74","4.7"," 45/145 "," 75/192 "
"Granular Computing","GRANULAR COMPUT","2364-4966","2364-4974","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","5.5","1.43","4.7"," N/A "," 31/192 "
"INDUSTRIAL MANAGEMENT & DATA SYSTEMS","IND MANAGE DATA SYST","0263-5577","1758-5783","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5.5","0.84","6.4"," 29/110 "," 61/163 "
"Cognitive Computation","COGN COMPUT","1866-9956","1866-9964","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.4","1.16","4.8"," 47/145 "," 41/192 "
"COMPUTERS AND GEOTECHNICS","COMPUT GEOTECH","0266-352X","1873-7633","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5.3","1.29","5.6"," 30/110 "," 39/163 "
"IEEE Transactions on Emerging Topics in Computational Intelligence","IEEE T EM TOP COMP I","2471-285X","N/A","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.3","0.99","6.1"," 48/145 "," 52/192 "
"CONNECTION SCIENCE","CONNECT SCI","0954-0091","1360-0494","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.3","0.96","4.2"," 48/145 "," 55/192 "
"APPLIED INTELLIGENCE","APPL INTELL","0924-669X","1573-7497","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.3","0.81","5.2"," 48/145 "," 66/192 "
"Egyptian Informatics Journal","EGYPT INFORM J","1110-8665","2090-4754","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.2","1.16","5"," 51/145 "," 41/192 "
"CAAI Transactions on Intelligence Technology","CAAI T INTELL TECHNO","2468-6557","2468-2322","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.1","0.94","4.5"," 52/145 "," 56/192 "
"PATTERN RECOGNITION LETTERS","PATTERN RECOGN LETT","0167-8655","1872-7344","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5.1","0.87","4.8"," 52/145 "," 61/192 "
"ACM Transactions on Intelligent Systems and Technology","ACM T INTEL SYST TEC","2157-6904","2157-6912","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5","2.48","11"," 54/145 "," 12/192 "
"IEEE Transactions on Cognitive and Developmental Systems","IEEE T COGN DEV SYST","2379-8920","2379-8939","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5","1.13","4.8"," 54/145 "," 43/192 "
"JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH","J ARTIF INTELL RES","1076-9757","1943-5037","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","5","0.61","5.1"," 54/145 "," 97/192 "
"Journal of Computational Design and Engineering","J COMPUT DES ENG","N/A","2288-5048","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.9","1.45","5.6"," 31/110 "," 29/163 "
"ENVIRONMENTAL MODELLING & SOFTWARE","ENVIRON MODELL SOFTW","1364-8152","1873-6726","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.9","0.94","5.6"," 31/110 "," 53/163 "
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","0219-6220","1793-6845","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.9","0.81","3.5"," 57/145 "," 66/192 "
"INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING","INT J INF TECH DECIS","0219-6220","1793-6845","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.9","0.81","3.5"," 31/110 "," 64/163 "
"International Journal of Artificial Intelligence in Education","INT J ARTIF INTELL E","1560-4292","1560-4306","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","4.9","0.69","4.9"," N/A "," 79/163 "
"ADVANCES IN ENGINEERING SOFTWARE","ADV ENG SOFTW","0965-9978","1873-5339","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.8","1.2","7"," 34/110 "," 43/163 "
"Quantum Machine Intelligence","QUANT MACH INTELL","2524-4906","2524-4914","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","4.8","1.02","5.1"," N/A "," 49/192 "
"DATA MINING AND KNOWLEDGE DISCOVERY","DATA MIN KNOWL DISC","1384-5810","1573-756X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.8","0.87","5.7"," 58/145 "," 61/192 "
"COMPUTERS & STRUCTURES","COMPUT STRUCT","0045-7949","1879-2243","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.7","1.08","4.6"," 35/110 "," 46/163 "
"IMAGE AND VISION COMPUTING","IMAGE VISION COMPUT","0262-8856","1872-8138","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.7","1.02","4.5"," 59/145 "," 49/192 "
"Fuzzy Optimization and Decision Making","FUZZY OPTIM DECIS MA","1568-4539","1573-2908","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.7","0.91","4.4"," 59/145 "," 59/192 "
"Memetic Computing","MEMET COMPUT","1865-9284","1865-9292","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.7","0.81","5.3"," 59/145 "," 66/192 "
"MATHEMATICS AND COMPUTERS IN SIMULATION","MATH COMPUT SIMULAT","0378-4754","1872-7166","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.6","1.61","3.6"," 36/110 "," 23/163 "
"COMPUTERS & OPERATIONS RESEARCH","COMPUT OPER RES","0305-0548","1873-765X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.6","0.87","5"," 36/110 "," 59/163 "
"Big Data","BIG DATA-US","2167-6461","N/A","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.6","0.78","6"," 36/110 "," 69/163 "
"IEEE-ACM Transactions on Computational Biology and Bioinformatics","IEEE ACM T COMPUT BI","1545-5963","1557-9964","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.5","1.83","4"," 39/110 "," 16/163 "
"JOURNAL OF BIOMEDICAL INFORMATICS","J BIOMED INFORM","1532-0464","1532-0480","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.5","1.23","6.9"," 39/110 "," 42/163 "
"COMPUTER VISION AND IMAGE UNDERSTANDING","COMPUT VIS IMAGE UND","1077-3142","1090-235X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.5","0.98","5.2"," 62/145 "," 53/192 "
"COMPUTERS & GEOSCIENCES","COMPUT GEOSCI-UK","0098-3004","1873-7803","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.4","0.83","4.4"," 41/110 "," 62/163 "
"COMPUTERS & ELECTRICAL ENGINEERING","COMPUT ELECTR ENG","0045-7906","1879-0755","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.3","0.89","3.9"," 42/110 "," 56/163 "
"International Journal of Fuzzy Systems","INT J FUZZY SYST","1562-2479","2199-3211","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.3","0.88","3.9"," 63/145 "," 60/192 "
"ROBOTICS AND AUTONOMOUS SYSTEMS","ROBOT AUTON SYST","0921-8890","1872-793X","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.3","0.84","4.6"," 63/145 "," 64/192 "
"COMPUTERS & CHEMICAL ENGINEERING","COMPUT CHEM ENG","0098-1354","1873-4375","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.3","0.74","4.1"," 42/110 "," 73/163 "
"COMPUTER SPEECH AND LANGUAGE","COMPUT SPEECH LANG","0885-2308","1095-8363","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.3","0.68","3.5"," 63/145 "," 86/192 "
"International Journal of Automation and Computing","INT J AUTOM COMPUT","1476-8186","1751-8520","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","4.3","0.58","3.4"," N/A "," 100/192 "
"SIMULATION MODELLING PRACTICE AND THEORY","SIMUL MODEL PRACT TH","1569-190X","1878-1462","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.2","1.07","3.7"," 44/110 "," 48/163 "
"VIRTUAL REALITY","VIRTUAL REAL-LONDON","1359-4338","1434-9957","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4.2","0.91","5.5"," 44/110 "," 55/163 "
"Progress in Artificial Intelligence","PROG ARTIF INTELL","2192-6352","2192-6360","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - ESCI","4.2","0.41","3.2"," N/A "," 134/192 "
"Artificial Intelligence and Law","ARTIF INTELL LAW","0924-8463","1572-8382","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE","4.1","1.8","4.8"," 66/145 "," 20/192 "
